GEOG_ID,AIRO_AI_ID,ED_Ward,ED_WARD_ID,County_UD,Country,Owner Occupier with Mortgage (Households),Owner Occupier No Mortgage (Households),Private Rented,Social Rented,Rented Free of Rent (Households),Total (Households),% Owner Occupier with Mortgage (Households),% Owner Occupier No Mortgage (Households),% Private Rented,% Social Rented,% Rented Free of Rent (Households),% Total (Households)
N00000466,18954,Tandragee,95CC21,Armagh,NI,38,79,16,0,5,138,27.5,57.2,11.6,0,3.6,100
N00000467,18955,Tandragee,95CC21,Armagh,NI,45,42,8,29,7,131,34.4,32.1,6.1,22.1,5.3,100
N00000468,18956,Tandragee,95CC21,Armagh,NI,37,59,6,8,6,116,31.9,50.9,5.2,6.9,5.2,100
N00000469,18957,Tandragee,95CC21,Armagh,NI,75,50,18,10,0,154,48.7,32.5,11.7,6.5,0,100
N00000470,18958,The Mall,95CC22,Armagh,NI,29,38,23,30,2,122,23.8,31.1,18.9,24.6,1.6,100
N00000471,18959,The Mall,95CC22,Armagh,NI,42,35,24,21,4,126,33.3,27.8,19,16.7,3.2,100
N00000472,18960,The Mall,95CC22,Armagh,NI,15,33,41,37,7,133,11.3,24.8,30.8,27.8,5.3,100
N00000473,18961,The Mall,95CC22,Armagh,NI,18,39,16,32,3,108,16.7,36.1,14.8,29.6,2.8,100
N00000474,18962,The Mall,95CC22,Armagh,NI,15,65,14,15,9,118,12.7,55.1,11.9,12.7,7.6,100
N00000475,18963,The Mall,95CC22,Armagh,NI,20,10,13,69,4,116,17.2,8.6,11.2,59.5,3.4,100
N00000476,18964,The Mall,95CC22,Armagh,NI,30,43,10,32,4,119,25.2,36.1,8.4,26.9,3.4,100
N00000477,18965,Academy,95DD01,Ballymena,NI,106,155,14,2,6,283,37.5,54.8,4.9,0.7,2.1,100
N00000478,18966,Academy,95DD01,Ballymena,NI,25,42,43,16,1,129,19.4,32.6,33.3,12.4,0.8,100
N00000479,18967,Academy,95DD01,Ballymena,NI,27,83,2,2,3,117,23.1,70.9,1.7,1.7,2.6,100
N00000480,18968,Academy,95DD01,Ballymena,NI,30,87,13,1,1,132,22.7,65.9,9.8,0.8,0.8,100
N00000481,18969,Academy,95DD01,Ballymena,NI,43,96,21,5,10,175,24.6,54.9,12,2.9,5.7,100
N00000482,18970,Ahoghill,95DD02,Ballymena,NI,20,16,16,61,7,121,16.5,13.2,13.2,50.4,5.8,100
N00000483,18971,Ahoghill,95DD02,Ballymena,NI,34,75,6,0,0,115,29.6,65.2,5.2,0,0,100
N00000484,18972,Ahoghill,95DD02,Ballymena,NI,55,36,11,35,1,139,39.6,25.9,7.9,25.2,0.7,100
N00000485,18973,Ahoghill,95DD02,Ballymena,NI,31,43,8,19,7,108,28.7,39.8,7.4,17.6,6.5,100
N00000486,18974,Ahoghill,95DD02,Ballymena,NI,70,31,14,1,0,116,60.3,26.7,12.1,0.9,0,100
N00000487,18975,Ahoghill,95DD02,Ballymena,NI,54,52,5,1,1,113,47.8,46,4.4,0.9,0.9,100
N00000488,18976,Ahoghill,95DD02,Ballymena,NI,72,46,9,2,4,134,53.7,34.3,6.7,1.5,3,100
N00000489,18977,Ahoghill,95DD02,Ballymena,NI,49,51,6,0,0,107,45.8,47.7,5.6,0,0,100
N00000490,18978,Ahoghill,95DD02,Ballymena,NI,104,49,34,1,4,194,53.6,25.3,17.5,0.5,2.1,100
N00000491,18979,Ahoghill,95DD02,Ballymena,NI,87,47,28,1,2,166,52.4,28.3,16.9,0.6,1.2,100
N00000492,18980,Ahoghill,95DD02,Ballymena,NI,63,58,33,13,7,177,35.6,32.8,18.6,7.3,4,100
N00000493,18981,Ardeevin,95DD03,Ballymena,NI,38,91,8,0,2,140,27.1,65,5.7,0,1.4,100
N00000494,18982,Ardeevin,95DD03,Ballymena,NI,123,146,67,0,9,347,35.4,42.1,19.3,0,2.6,100
N00000495,18983,Ardeevin,95DD03,Ballymena,NI,49,71,11,0,4,136,36,52.2,8.1,0,2.9,100
N00000496,18984,Ardeevin,95DD03,Ballymena,NI,173,63,69,1,2,310,55.8,20.3,22.3,0.3,0.6,100
N00000497,18985,Ardeevin,95DD03,Ballymena,NI,133,90,79,20,6,328,40.5,27.4,24.1,6.1,1.8,100
N00000498,18986,Ardeevin,95DD03,Ballymena,NI,43,66,16,0,3,128,33.6,51.6,12.5,0,2.3,100
N00000499,18987,Ballee,95DD04,Ballymena,NI,56,41,8,18,4,129,43.4,31.8,6.2,14,3.1,100
N00000500,18988,Ballee,95DD04,Ballymena,NI,51,50,29,111,8,249,20.5,20.1,11.6,44.6,3.2,100
N00000501,18989,Ballee,95DD04,Ballymena,NI,29,25,10,75,11,151,19.2,16.6,6.6,49.7,7.3,100
N00000502,18990,Ballee,95DD04,Ballymena,NI,11,12,6,57,3,89,12.4,13.5,6.7,64,3.4,100
N00000503,18991,Ballee,95DD04,Ballymena,NI,30,17,8,73,4,133,22.6,12.8,6,54.9,3,100
N00000504,18992,Ballee,95DD04,Ballymena,NI,14,13,5,70,6,108,13,12,4.6,64.8,5.6,100
N00000505,18993,Ballykeel,95DD05,Ballymena,NI,25,11,8,46,4,94,26.6,11.7,8.5,48.9,4.3,100
N00000506,18994,Ballykeel,95DD05,Ballymena,NI,58,35,10,6,2,113,51.3,31,8.8,5.3,1.8,100
N00000507,18995,Ballykeel,95DD05,Ballymena,NI,26,19,10,56,3,114,22.8,16.7,8.8,49.1,2.6,100
N00000508,18996,Ballykeel,95DD05,Ballymena,NI,49,54,11,11,1,129,38,41.9,8.5,8.5,0.8,100
N00000509,18997,Ballykeel,95DD05,Ballymena,NI,26,13,5,78,5,127,20.5,10.2,3.9,61.4,3.9,100
N00000510,18998,Ballykeel,95DD05,Ballymena,NI,16,8,10,69,3,108,14.8,7.4,9.3,63.9,2.8,100
N00000511,18999,Ballyloughan,95DD06,Ballymena,NI,47,82,21,3,4,157,29.9,52.2,13.4,1.9,2.5,100
N00000512,19000,Ballyloughan,95DD06,Ballymena,NI,42,118,9,1,4,174,24.1,67.8,5.2,0.6,2.3,100
N00000513,19001,Ballyloughan,95DD06,Ballymena,NI,48,65,14,1,2,131,36.6,49.6,10.7,0.8,1.5,100
N00000514,19002,Ballyloughan,95DD06,Ballymena,NI,46,77,11,0,7,141,32.6,54.6,7.8,0,5,100
N00000515,19003,Ballyloughan,95DD06,Ballymena,NI,47,62,14,0,1,124,37.9,50,11.3,0,0.8,100
