GEOG_ID,AIRO_AI_ID,ED_Ward,ED_WARD_ID,County_UD,Country,Owner Occupier with Mortgage (Households),Owner Occupier No Mortgage (Households),Private Rented,Social Rented,Rented Free of Rent (Households),Total (Households),% Owner Occupier with Mortgage (Households),% Owner Occupier No Mortgage (Households),% Private Rented,% Social Rented,% Rented Free of Rent (Households),% Total (Households)
157153006,15975,004 Westport Urban,004 Westport Urban,Mayo,RoI,28,43,18,25,2,118,23.7,36.4,15.3,21.2,1.7,100
157153007,15976,004 Westport Urban,004 Westport Urban,Mayo,RoI,8,3,43,1,0,57,14,5.3,75.4,1.8,0,100
157153008,15977,004 Westport Urban,004 Westport Urban,Mayo,RoI,13,29,36,4,1,83,15.7,34.9,43.4,4.8,1.2,100
157153009,15978,004 Westport Urban,004 Westport Urban,Mayo,RoI,18,19,28,3,4,72,25,26.4,38.9,4.2,5.6,100
157153010,15979,004 Westport Urban,004 Westport Urban,Mayo,RoI,6,40,21,2,2,71,8.5,56.3,29.6,2.8,2.8,100
157153011,15980,004 Westport Urban,004 Westport Urban,Mayo,RoI,14,21,20,33,0,89,15.7,23.6,22.5,37.1,0,100
157153012,15981,004 Westport Urban,004 Westport Urban,Mayo,RoI,16,23,34,1,5,80,20,28.8,42.5,1.3,6.3,100
157153013,15982,004 Westport Urban,004 Westport Urban,Mayo,RoI,9,19,29,8,0,65,13.8,29.2,44.6,12.3,0,100
157153014,15983,004 Westport Urban,004 Westport Urban,Mayo,RoI,9,19,40,2,5,76,11.8,25,52.6,2.6,6.6,100
157153015,15984,004 Westport Urban,004 Westport Urban,Mayo,RoI,7,6,47,4,0,64,10.9,9.4,73.4,6.3,0,100
157153016,15985,004 Westport Urban,004 Westport Urban,Mayo,RoI,7,21,26,20,0,74,9.5,28.4,35.1,27,0,100
157153017,15986,004 Westport Urban,004 Westport Urban,Mayo,RoI,8,11,27,2,1,51,15.7,21.6,52.9,3.9,2,100
157153018,15987,004 Westport Urban,004 Westport Urban,Mayo,RoI,9,19,51,8,0,87,10.3,21.8,58.6,9.2,0,100
157153019,15988,004 Westport Urban,004 Westport Urban,Mayo,RoI,17,42,33,6,3,102,16.7,41.2,32.4,5.9,2.9,100
157153020,15989,004 Westport Urban,004 Westport Urban,Mayo,RoI,13,49,8,2,0,73,17.8,67.1,11,2.7,0,100
157153021,15990,004 Westport Urban,004 Westport Urban,Mayo,RoI,24,19,21,0,0,65,36.9,29.2,32.3,0,0,100
157153022,15991,004 Westport Urban,004 Westport Urban,Mayo,RoI,5,36,16,4,1,62,8.1,58.1,25.8,6.5,1.6,100
157153023,15992,004 Westport Urban,004 Westport Urban,Mayo,RoI,11,47,9,2,0,69,15.9,68.1,13,2.9,0,100
157153024,15993,004 Westport Urban,004 Westport Urban,Mayo,RoI,51,1,42,1,2,97,52.6,1,43.3,1,2.1,100
157153025,15994,004 Westport Urban,004 Westport Urban,Mayo,RoI,20,10,7,31,0,68,29.4,14.7,10.3,45.6,0,100
157153026,15995,004 Westport Urban,004 Westport Urban,Mayo,RoI,26,6,23,0,0,55,47.3,10.9,41.8,0,0,100
157153027,15996,004 Westport Urban,004 Westport Urban,Mayo,RoI,25,9,19,2,1,56,44.6,16.1,33.9,3.6,1.8,100
157154001,15909,001 Ardnaree South Urban,001 Ardnaree South Urban,Mayo,RoI,14,40,21,18,2,97,14.4,41.2,21.6,18.6,2.1,100
157154002,15910,001 Ardnaree South Urban,001 Ardnaree South Urban,Mayo,RoI,25,38,12,17,1,95,26.3,40,12.6,17.9,1.1,100
157154003,15911,001 Ardnaree South Urban,001 Ardnaree South Urban,Mayo,RoI,8,19,34,8,2,71,11.3,26.8,47.9,11.3,2.8,100
157154004,15912,001 Ardnaree South Urban,001 Ardnaree South Urban,Mayo,RoI,20,28,4,0,0,53,37.7,52.8,7.5,0,0,100
157154005,15913,001 Ardnaree South Urban,001 Ardnaree South Urban,Mayo,RoI,14,36,11,6,3,70,20,51.4,15.7,8.6,4.3,100
157154006,15914,001 Ardnaree South Urban,001 Ardnaree South Urban,Mayo,RoI,15,6,13,59,0,94,16,6.4,13.8,62.8,0,100
157154007,15915,001 Ardnaree South Urban,001 Ardnaree South Urban,Mayo,RoI,50,12,25,1,1,90,55.6,13.3,27.8,1.1,1.1,100
157154008,15916,001 Ardnaree South Urban,001 Ardnaree South Urban,Mayo,RoI,4,12,29,3,2,51,7.8,23.5,56.9,5.9,3.9,100
157154009,15917,001 Ardnaree South Urban,001 Ardnaree South Urban,Mayo,RoI,30,48,12,1,2,93,32.3,51.6,12.9,1.1,2.2,100
157154010,15918,001 Ardnaree South Urban,001 Ardnaree South Urban,Mayo,RoI,16,40,6,0,4,68,23.5,58.8,8.8,0,5.9,100
157154011,15919,001 Ardnaree South Urban,001 Ardnaree South Urban,Mayo,RoI,26,19,7,29,1,83,31.3,22.9,8.4,34.9,1.2,100
157154012,15920,001 Ardnaree South Urban,001 Ardnaree South Urban,Mayo,RoI,9,5,11,43,0,71,12.7,7,15.5,60.6,0,100
167001001,7265,019 Ardagh,019 Ardagh,Meath,RoI,27,46,1,0,1,76,35.5,60.5,1.3,0,1.3,100
167001002,7266,019 Ardagh,019 Ardagh,Meath,RoI,28,38,7,1,2,76,36.8,50,9.2,1.3,2.6,100
167001003,7267,019 Ardagh,019 Ardagh,Meath,RoI,27,46,0,1,1,78,34.6,59,0,1.3,1.3,100
167002001,7434,049 Ardbraccan,049 Ardbraccan,Meath,RoI,39,46,5,2,1,96,40.6,47.9,5.2,2.1,1,100
167002002,7435,049 Ardbraccan,049 Ardbraccan,Meath,RoI,48,33,2,0,3,86,55.8,38.4,2.3,0,3.5,100
167002003,7436,049 Ardbraccan,049 Ardbraccan,Meath,RoI,52,39,9,5,0,105,49.5,37.1,8.6,4.8,0,100
167002004,7437,049 Ardbraccan,049 Ardbraccan,Meath,RoI,40,41,8,1,0,90,44.4,45.6,8.9,1.1,0,100
167002005,7438,049 Ardbraccan,049 Ardbraccan,Meath,RoI,45,45,1,1,2,95,47.4,47.4,1.1,1.1,2.1,100
167002006,7439,049 Ardbraccan,049 Ardbraccan,Meath,RoI,32,54,2,0,0,88,36.4,61.4,2.3,0,0,100
167002007,7440,049 Ardbraccan,049 Ardbraccan,Meath,RoI,35,52,7,0,3,98,35.7,53.1,7.1,0,3.1,100
167003001,7321,043 Ardcath,043 Ardcath,Meath,RoI,26,36,4,10,0,77,33.8,46.8,5.2,13,0,100
167003002,7322,043 Ardcath,043 Ardcath,Meath,RoI,45,54,8,0,4,111,40.5,48.6,7.2,0,3.6,100
167003003,7323,043 Ardcath,043 Ardcath,Meath,RoI,28,39,3,0,3,74,37.8,52.7,4.1,0,4.1,100
167003004,7324,043 Ardcath,043 Ardcath,Meath,RoI,43,24,10,2,0,80,53.8,30,12.5,2.5,0,100
167003005,7325,043 Ardcath,043 Ardcath,Meath,RoI,39,44,10,0,2,95,41.1,46.3,10.5,0,2.1,100
167003006,7326,043 Ardcath,043 Ardcath,Meath,RoI,45,49,1,8,0,109,41.3,45,0.9,7.3,0,100
167003007,7327,043 Ardcath,043 Ardcath,Meath,RoI,35,49,5,1,6,97,36.1,50.5,5.2,1,6.2,100
167004001,7441,050 Ardmulchan,050 Ardmulchan,Meath,RoI,34,27,5,0,1,67,50.7,40.3,7.5,0,1.5,100
167004002,7442,050 Ardmulchan,050 Ardmulchan,Meath,RoI,30,47,3,0,0,82,36.6,57.3,3.7,0,0,100
167004003,7443,050 Ardmulchan,050 Ardmulchan,Meath,RoI,31,37,1,0,1,71,43.7,52.1,1.4,0,1.4,100
167004004,7444,050 Ardmulchan,050 Ardmulchan,Meath,RoI,40,34,5,0,5,84,47.6,40.5,6,0,6,100
167005001,7589,069 Ardnamullan,069 Ardnamullan,Meath,RoI,21,41,7,1,0,70,30,58.6,10,1.4,0,100
167005002,7590,069 Ardnamullan,069 Ardnamullan,Meath,RoI,31,35,2,1,3,75,41.3,46.7,2.7,1.3,4,100
167005003,7591,069 Ardnamullan,069 Ardnamullan,Meath,RoI,43,9,9,0,0,63,68.3,14.3,14.3,0,0,100
167005004,7592,069 Ardnamullan,069 Ardnamullan,Meath,RoI,22,20,6,25,0,73,30.1,27.4,8.2,34.2,0,100
167006001,7593,070 Baile Átha Buí,070 Baile Átha Buí,Meath,RoI,27,41,8,1,9,90,30,45.6,8.9,1.1,10,100
167006002,7594,070 Baile Átha Buí,070 Baile Átha Buí,Meath,RoI,25,32,26,22,2,110,22.7,29.1,23.6,20,1.8,100
167006003,7595,070 Baile Átha Buí,070 Baile Átha Buí,Meath,RoI,32,35,30,8,4,110,29.1,31.8,27.3,7.3,3.6,100
167006004,7596,070 Baile Átha Buí,070 Baile Átha Buí,Meath,RoI,38,38,29,0,0,105,36.2,36.2,27.6,0,0,100
167006005,7597,070 Baile Átha Buí,070 Baile Átha Buí,Meath,RoI,9,8,34,46,0,97,9.3,8.2,35.1,47.4,0,100
167006006,7598,070 Baile Átha Buí,070 Baile Átha Buí,Meath,RoI,40,20,10,2,2,74,54.1,27,13.5,2.7,2.7,100
167006007,7599,070 Baile Átha Buí,070 Baile Átha Buí,Meath,RoI,37,11,24,0,0,72,51.4,15.3,33.3,0,0,100
167006008,7600,070 Baile Átha Buí,070 Baile Átha Buí,Meath,RoI,29,37,10,1,2,80,36.3,46.3,12.5,1.3,2.5,100
167006009,7601,070 Baile Átha Buí,070 Baile Átha Buí,Meath,RoI,45,42,20,2,2,111,40.5,37.8,18,1.8,1.8,100
167006010,7602,070 Baile Átha Buí,070 Baile Átha Buí,Meath,RoI,30,29,10,2,1,72,41.7,40.3,13.9,2.8,1.4,100
167007001,7268,020 Ballinlough,020 Ballinlough,Meath,RoI,30,32,5,1,2,70,42.9,45.7,7.1,1.4,2.9,100
167008001,7603,071 Ballyboggan,071 Ballyboggan,Meath,RoI,75,67,6,2,3,156,48.1,42.9,3.8,1.3,1.9,100
167009001,7604,072 Ballyconnell,072 Ballyconnell,Meath,RoI,39,52,2,1,6,100,39,52,2,1,6,100
167009002,7605,072 Ballyconnell,072 Ballyconnell,Meath,RoI,57,71,9,0,3,141,40.4,50.4,6.4,0,2.1,100
167010001,7269,021 Balrathboyne,021 Balrathboyne,Meath,RoI,27,40,4,1,3,75,36,53.3,5.3,1.3,4,100
167010002,7270,021 Balrathboyne,021 Balrathboyne,Meath,RoI,38,33,5,15,1,93,40.9,35.5,5.4,16.1,1.1,100
167011001,7445,051 Bective,051 Bective,Meath,RoI,79,21,11,1,1,113,69.9,18.6,9.7,0.9,0.9,100
167011002,7446,051 Bective,051 Bective,Meath,RoI,53,73,2,2,3,134,39.6,54.5,1.5,1.5,2.2,100
167011003,7447,051 Bective,051 Bective,Meath,RoI,55,47,1,6,2,115,47.8,40.9,0.9,5.2,1.7,100
167012001,7271,022 Boherboy,022 Boherboy,Meath,RoI,45,49,4,0,3,103,43.7,47.6,3.9,0,2.9,100
167013001,7272,023 Burry,023 Burry,Meath,RoI,39,42,3,0,2,86,45.3,48.8,3.5,0,2.3,100
167014001,7273,024 Carrickleck,024 Carrickleck,Meath,RoI,21,51,5,0,1,79,26.6,64.6,6.3,0,1.3,100
167014002,7274,024 Carrickleck,024 Carrickleck,Meath,RoI,35,43,3,1,1,83,42.2,51.8,3.6,1.2,1.2,100
167015001,7606,073 Castlejordan,073 Castlejordan,Meath,RoI,31,35,4,0,0,73,42.5,47.9,5.5,0,0,100
167015002,7607,073 Castlejordan,073 Castlejordan,Meath,RoI,30,29,2,4,1,68,44.1,42.6,2.9,5.9,1.5,100
167016001,7275,025 Castlekeeran,025 Castlekeeran,Meath,RoI,27,31,6,18,4,87,31,35.6,6.9,20.7,4.6,100
167016002,7276,025 Castlekeeran,025 Castlekeeran,Meath,RoI,31,34,3,1,2,71,43.7,47.9,4.2,1.4,2.8,100
167017001,7608,074 Castlerickard,074 Castlerickard,Meath,RoI,53,16,5,3,0,78,67.9,20.5,6.4,3.8,0,100
167017002,7609,074 Castlerickard,074 Castlerickard,Meath,RoI,69,5,8,1,0,83,83.1,6,9.6,1.2,0,100
167017003,7610,074 Castlerickard,074 Castlerickard,Meath,RoI,79,8,9,0,2,100,79,8,9,0,2,100
167017004,7611,074 Castlerickard,074 Castlerickard,Meath,RoI,66,12,14,0,0,92,71.7,13,15.2,0,0,100
167017005,7612,074 Castlerickard,074 Castlerickard,Meath,RoI,69,26,17,1,0,122,56.6,21.3,13.9,0.8,0,100
167017006,7613,074 Castlerickard,074 Castlerickard,Meath,RoI,35,38,4,1,1,80,43.8,47.5,5,1.3,1.3,100
167017007,7614,074 Castlerickard,074 Castlerickard,Meath,RoI,30,42,1,0,1,74,40.5,56.8,1.4,0,1.4,100
167018001,7448,052 Castletown,052 Castletown,Meath,RoI,42,34,3,4,3,86,48.8,39.5,3.5,4.7,3.5,100
167018002,7449,052 Castletown,052 Castletown,Meath,RoI,32,41,6,0,3,83,38.6,49.4,7.2,0,3.6,100
167018003,7450,052 Castletown,052 Castletown,Meath,RoI,28,35,2,10,3,79,35.4,44.3,2.5,12.7,3.8,100
167018004,7451,052 Castletown,052 Castletown,Meath,RoI,36,32,10,1,1,81,44.4,39.5,12.3,1.2,1.2,100
167019001,7615,075 Cloghbrack,075 Cloghbrack,Meath,RoI,29,38,5,1,1,74,39.2,51.4,6.8,1.4,1.4,100
167019002,7616,075 Cloghbrack,075 Cloghbrack,Meath,RoI,49,34,3,2,2,94,52.1,36.2,3.2,2.1,2.1,100
167020001,7617,076 Clonmacduff,076 Clonmacduff,Meath,RoI,67,67,8,1,2,148,45.3,45.3,5.4,0.7,1.4,100
167021001,7570,061 Crossakeel,061 Crossakeel,Meath,RoI,26,33,5,0,4,68,38.2,48.5,7.4,0,5.9,100
167021002,7571,061 Crossakeel,061 Crossakeel,Meath,RoI,53,28,8,6,2,98,54.1,28.6,8.2,6.1,2,100
167022001,7572,062 Crosskeys,062 Crosskeys,Meath,RoI,47,61,9,2,1,121,38.8,50.4,7.4,1.7,0.8,100
167023001,7292,027 Cruicetown,027 Cruicetown,Meath,RoI,61,49,8,1,1,122,50,40.2,6.6,0.8,0.8,100
167024001,7110,007 Culmullin,007 Culmullin,Meath,RoI,47,47,4,1,6,105,44.8,44.8,3.8,1,5.7,100
167024002,7111,007 Culmullin,007 Culmullin,Meath,RoI,47,51,4,0,4,108,43.5,47.2,3.7,0,3.7,100
167024003,7112,007 Culmullin,007 Culmullin,Meath,RoI,54,52,5,1,3,116,46.6,44.8,4.3,0.9,2.6,100
167025002,7116,008 Donaghmore,008 Donaghmore,Meath,RoI,61,44,10,1,1,119,51.3,37,8.4,0.8,0.8,100
167025003,7117,008 Donaghmore,008 Donaghmore,Meath,RoI,67,44,15,0,0,132,50.8,33.3,11.4,0,0,100
167025004,7118,008 Donaghmore,008 Donaghmore,Meath,RoI,55,37,9,2,0,103,53.4,35.9,8.7,1.9,0,100
167025005,7119,008 Donaghmore,008 Donaghmore,Meath,RoI,83,6,19,0,0,109,76.1,5.5,17.4,0,0,100
167025006,7120,008 Donaghmore,008 Donaghmore,Meath,RoI,63,22,14,0,0,99,63.6,22.2,14.1,0,0,100
167025007,7121,008 Donaghmore,008 Donaghmore,Meath,RoI,32,1,54,11,0,98,32.7,1,55.1,11.2,0,100
167025008,7122,008 Donaghmore,008 Donaghmore,Meath,RoI,18,0,3,72,1,97,18.6,0,3.1,74.2,1,100
167025009,7123,008 Donaghmore,008 Donaghmore,Meath,RoI,50,7,28,1,0,88,56.8,8,31.8,1.1,0,100
167025010,7124,008 Donaghmore,008 Donaghmore,Meath,RoI,38,3,32,0,1,77,49.4,3.9,41.6,0,1.3,100
167025011,7125,008 Donaghmore,008 Donaghmore,Meath,RoI,60,38,7,0,0,106,56.6,35.8,6.6,0,0,100
167025012,7126,008 Donaghmore,008 Donaghmore,Meath,RoI,34,1,47,12,0,97,35.1,1,48.5,12.4,0,100
167025013,7127,008 Donaghmore,008 Donaghmore,Meath,RoI,34,14,43,0,1,96,35.4,14.6,44.8,0,1,100
167025014,7128,008 Donaghmore,008 Donaghmore,Meath,RoI,34,12,6,0,1,53,64.2,22.6,11.3,0,1.9,100
167025015,7129,008 Donaghmore,008 Donaghmore,Meath,RoI,41,9,18,2,0,71,57.7,12.7,25.4,2.8,0,100
167025016,7130,008 Donaghmore,008 Donaghmore,Meath,RoI,60,21,5,0,1,89,67.4,23.6,5.6,0,1.1,100
167025017,7131,008 Donaghmore,008 Donaghmore,Meath,RoI,96,14,14,0,0,124,77.4,11.3,11.3,0,0,100
167025018,7132,008 Donaghmore,008 Donaghmore,Meath,RoI,66,14,30,7,1,119,55.5,11.8,25.2,5.9,0.8,100
167025019,7133,008 Donaghmore,008 Donaghmore,Meath,RoI,32,36,34,1,1,107,29.9,33.6,31.8,0.9,0.9,100
167025020,7134,008 Donaghmore,008 Donaghmore,Meath,RoI,82,50,3,0,1,136,60.3,36.8,2.2,0,0.7,100
167025021,7135,008 Donaghmore,008 Donaghmore,Meath,RoI,29,27,16,1,3,79,36.7,34.2,20.3,1.3,3.8,100
167025022,7136,008 Donaghmore,008 Donaghmore,Meath,RoI,93,22,6,0,0,122,76.2,18,4.9,0,0,100
167025023,7137,008 Donaghmore,008 Donaghmore,Meath,RoI,91,9,23,0,0,126,72.2,7.1,18.3,0,0,100
167025024,7138,008 Donaghmore,008 Donaghmore,Meath,RoI,57,24,4,0,0,85,67.1,28.2,4.7,0,0,100
167025025,7139,008 Donaghmore,008 Donaghmore,Meath,RoI,52,43,8,0,1,104,50,41.3,7.7,0,1,100
167025026,7140,008 Donaghmore,008 Donaghmore,Meath,RoI,22,38,3,21,0,86,25.6,44.2,3.5,24.4,0,100
167025027,7141,008 Donaghmore,008 Donaghmore,Meath,RoI,31,31,25,0,0,88,35.2,35.2,28.4,0,0,100
167025028,7142,008 Donaghmore,008 Donaghmore,Meath,RoI,66,8,16,13,1,106,62.3,7.5,15.1,12.3,0.9,100
167025029,7143,008 Donaghmore,008 Donaghmore,Meath,RoI,73,3,16,2,0,97,75.3,3.1,16.5,2.1,0,100
167025030,7144,008 Donaghmore,008 Donaghmore,Meath,RoI,66,28,1,0,1,96,68.8,29.2,1,0,1,100
167025031,7145,008 Donaghmore,008 Donaghmore,Meath,RoI,51,25,31,1,1,112,45.5,22.3,27.7,0.9,0.9,100
167025032,7146,008 Donaghmore,008 Donaghmore,Meath,RoI,85,7,25,3,1,121,70.2,5.8,20.7,2.5,0.8,100
167025033,7147,008 Donaghmore,008 Donaghmore,Meath,RoI,17,2,52,6,0,81,21,2.5,64.2,7.4,0,100
167025034,7148,008 Donaghmore,008 Donaghmore,Meath,RoI,25,6,73,2,2,110,22.7,5.5,66.4,1.8,1.8,100
167026001,7452,053 Domhnach Phádraig,053 Domhnach Phádraig,Meath,RoI,61,36,5,1,3,107,57,33.6,4.7,0.9,2.8,100
167026002,7453,053 Domhnach Phádraig,053 Domhnach Phádraig,Meath,RoI,40,39,3,0,0,82,48.8,47.6,3.7,0,0,100
167026003,7454,053 Domhnach Phádraig,053 Domhnach Phádraig,Meath,RoI,52,28,5,0,0,86,60.5,32.6,5.8,0,0,100
167026004,7455,053 Domhnach Phádraig,053 Domhnach Phádraig,Meath,RoI,37,35,4,7,1,85,43.5,41.2,4.7,8.2,1.2,100
167026005,7456,053 Domhnach Phádraig,053 Domhnach Phádraig,Meath,RoI,48,38,4,2,4,97,49.5,39.2,4.1,2.1,4.1,100
167026006,7457,053 Domhnach Phádraig,053 Domhnach Phádraig,Meath,RoI,62,31,3,0,0,97,63.9,32,3.1,0,0,100
167027001,7097,004 Drumcondra,004 Drumcondra,Meath,RoI,29,39,1,0,1,70,41.4,55.7,1.4,0,1.4,100
167027002,7098,004 Drumcondra,004 Drumcondra,Meath,RoI,26,49,2,0,0,77,33.8,63.6,2.6,0,0,100
167027003,7099,004 Drumcondra,004 Drumcondra,Meath,RoI,22,33,1,0,2,58,37.9,56.9,1.7,0,3.4,100
167027004,7100,004 Drumcondra,004 Drumcondra,Meath,RoI,24,35,9,12,3,85,28.2,41.2,10.6,14.1,3.5,100
167027005,7101,004 Drumcondra,004 Drumcondra,Meath,RoI,30,31,4,17,4,87,34.5,35.6,4.6,19.5,4.6,100
167027006,7102,004 Drumcondra,004 Drumcondra,Meath,RoI,42,41,1,0,2,86,48.8,47.7,1.2,0,2.3,100
167028001,7328,044 Duleek,044 Duleek,Meath,RoI,35,37,3,1,4,80,43.8,46.3,3.8,1.3,5,100
167028002,7329,044 Duleek,044 Duleek,Meath,RoI,45,51,1,1,5,106,42.5,48.1,0.9,0.9,4.7,100
167028003,7330,044 Duleek,044 Duleek,Meath,RoI,28,13,6,38,0,89,31.5,14.6,6.7,42.7,0,100
167028004,7331,044 Duleek,044 Duleek,Meath,RoI,35,21,14,1,0,72,48.6,29.2,19.4,1.4,0,100
167028005,7332,044 Duleek,044 Duleek,Meath,RoI,69,19,3,0,0,91,75.8,20.9,3.3,0,0,100
167028006,7333,044 Duleek,044 Duleek,Meath,RoI,36,20,6,13,1,76,47.4,26.3,7.9,17.1,1.3,100
167028007,7334,044 Duleek,044 Duleek,Meath,RoI,15,24,2,47,0,89,16.9,27,2.2,52.8,0,100
167028008,7335,044 Duleek,044 Duleek,Meath,RoI,67,11,18,2,0,99,67.7,11.1,18.2,2,0,100
167028009,7336,044 Duleek,044 Duleek,Meath,RoI,45,22,17,0,0,87,51.7,25.3,19.5,0,0,100
167028010,7337,044 Duleek,044 Duleek,Meath,RoI,25,37,6,1,3,76,32.9,48.7,7.9,1.3,3.9,100
167028011,7338,044 Duleek,044 Duleek,Meath,RoI,95,14,9,2,0,121,78.5,11.6,7.4,1.7,0,100
167028012,7339,044 Duleek,044 Duleek,Meath,RoI,86,14,11,1,2,114,75.4,12.3,9.6,0.9,1.8,100
167028013,7340,044 Duleek,044 Duleek,Meath,RoI,37,28,2,1,3,73,50.7,38.4,2.7,1.4,4.1,100
167028014,7341,044 Duleek,044 Duleek,Meath,RoI,69,11,18,4,0,102,67.6,10.8,17.6,3.9,0,100
167028015,7342,044 Duleek,044 Duleek,Meath,RoI,26,30,5,0,2,67,38.8,44.8,7.5,0,3,100
167028016,7343,044 Duleek,044 Duleek,Meath,RoI,82,9,4,0,0,96,85.4,9.4,4.2,0,0,100
167028017,7344,044 Duleek,044 Duleek,Meath,RoI,72,9,14,1,1,98,73.5,9.2,14.3,1,1,100
167028018,7345,044 Duleek,044 Duleek,Meath,RoI,69,30,5,2,4,112,61.6,26.8,4.5,1.8,3.6,100
167028019,7346,044 Duleek,044 Duleek,Meath,RoI,13,18,2,48,1,83,15.7,21.7,2.4,57.8,1.2,100
167029001,7149,009 Dunboyne,009 Dunboyne,Meath,RoI,30,42,6,1,7,88,34.1,47.7,6.8,1.1,8,100
167029002,7150,009 Dunboyne,009 Dunboyne,Meath,RoI,22,34,2,0,1,61,36.1,55.7,3.3,0,1.6,100
167029003,7151,009 Dunboyne,009 Dunboyne,Meath,RoI,37,30,11,0,2,80,46.3,37.5,13.8,0,2.5,100
167029004,7152,009 Dunboyne,009 Dunboyne,Meath,RoI,24,37,7,0,5,73,32.9,50.7,9.6,0,6.8,100
167029006,7155,009 Dunboyne,009 Dunboyne,Meath,RoI,27,49,13,0,7,98,27.6,50,13.3,0,7.1,100
167029008,7157,009 Dunboyne,009 Dunboyne,Meath,RoI,66,2,12,0,0,80,82.5,2.5,15,0,0,100
167029009,7158,009 Dunboyne,009 Dunboyne,Meath,RoI,66,33,24,0,0,124,53.2,26.6,19.4,0,0,100
167029010,7159,009 Dunboyne,009 Dunboyne,Meath,RoI,57,45,7,1,1,112,50.9,40.2,6.3,0.9,0.9,100
167029011,7160,009 Dunboyne,009 Dunboyne,Meath,RoI,35,31,2,16,2,86,40.7,36,2.3,18.6,2.3,100
167029012,7161,009 Dunboyne,009 Dunboyne,Meath,RoI,54,3,52,1,0,110,49.1,2.7,47.3,0.9,0,100
167029013,7162,009 Dunboyne,009 Dunboyne,Meath,RoI,42,51,9,6,2,112,37.5,45.5,8,5.4,1.8,100
167029014,7163,009 Dunboyne,009 Dunboyne,Meath,RoI,65,22,1,0,1,90,72.2,24.4,1.1,0,1.1,100
167029015,7164,009 Dunboyne,009 Dunboyne,Meath,RoI,50,100,10,1,3,166,30.1,60.2,6,0.6,1.8,100
167029016,7165,009 Dunboyne,009 Dunboyne,Meath,RoI,80,54,5,0,1,142,56.3,38,3.5,0,0.7,100
167029017,7166,009 Dunboyne,009 Dunboyne,Meath,RoI,63,28,9,0,1,103,61.2,27.2,8.7,0,1,100
167029018,7167,009 Dunboyne,009 Dunboyne,Meath,RoI,66,9,3,0,0,79,83.5,11.4,3.8,0,0,100
167029019,7168,009 Dunboyne,009 Dunboyne,Meath,RoI,73,5,11,0,0,90,81.1,5.6,12.2,0,0,100
167029020,7169,009 Dunboyne,009 Dunboyne,Meath,RoI,17,2,4,92,0,115,14.8,1.7,3.5,80,0,100
167029021,7170,009 Dunboyne,009 Dunboyne,Meath,RoI,63,33,9,0,0,106,59.4,31.1,8.5,0,0,100
167029022,7171,009 Dunboyne,009 Dunboyne,Meath,RoI,61,52,7,0,1,121,50.4,43,5.8,0,0.8,100
167029023,7172,009 Dunboyne,009 Dunboyne,Meath,RoI,82,15,13,1,1,112,73.2,13.4,11.6,0.9,0.9,100
167029024,7173,009 Dunboyne,009 Dunboyne,Meath,RoI,28,50,29,1,2,112,25,44.6,25.9,0.9,1.8,100
167029025,7174,009 Dunboyne,009 Dunboyne,Meath,RoI,64,21,6,0,0,91,70.3,23.1,6.6,0,0,100
167029026,7175,009 Dunboyne,009 Dunboyne,Meath,RoI,39,6,24,1,0,71,54.9,8.5,33.8,1.4,0,100
167029027,7176,009 Dunboyne,009 Dunboyne,Meath,RoI,92,9,69,9,1,181,50.8,5,38.1,5,0.6,100
167030001,7177,010 Dunshaughlin,010 Dunshaughlin,Meath,RoI,71,18,11,0,0,103,68.9,17.5,10.7,0,0,100
167030002,7178,010 Dunshaughlin,010 Dunshaughlin,Meath,RoI,34,19,16,0,0,70,48.6,27.1,22.9,0,0,100
167030003,7179,010 Dunshaughlin,010 Dunshaughlin,Meath,RoI,10,4,3,77,0,94,10.6,4.3,3.2,81.9,0,100
167030004,7180,010 Dunshaughlin,010 Dunshaughlin,Meath,RoI,58,43,14,2,2,120,48.3,35.8,11.7,1.7,1.7,100
167030005,7181,010 Dunshaughlin,010 Dunshaughlin,Meath,RoI,47,46,13,1,2,109,43.1,42.2,11.9,0.9,1.8,100
167030006,7182,010 Dunshaughlin,010 Dunshaughlin,Meath,RoI,32,43,13,1,0,90,35.6,47.8,14.4,1.1,0,100
167030007,7183,010 Dunshaughlin,010 Dunshaughlin,Meath,RoI,36,21,4,0,2,63,57.1,33.3,6.3,0,3.2,100
167030008,7184,010 Dunshaughlin,010 Dunshaughlin,Meath,RoI,73,40,13,0,2,130,56.2,30.8,10,0,1.5,100
167030009,7185,010 Dunshaughlin,010 Dunshaughlin,Meath,RoI,35,21,8,14,0,78,44.9,26.9,10.3,17.9,0,100
167030010,7186,010 Dunshaughlin,010 Dunshaughlin,Meath,RoI,60,10,21,1,0,92,65.2,10.9,22.8,1.1,0,100
167030011,7187,010 Dunshaughlin,010 Dunshaughlin,Meath,RoI,26,9,49,0,1,85,30.6,10.6,57.6,0,1.2,100
167030012,7188,010 Dunshaughlin,010 Dunshaughlin,Meath,RoI,46,28,4,0,0,78,59,35.9,5.1,0,0,100
167030013,7189,010 Dunshaughlin,010 Dunshaughlin,Meath,RoI,54,21,14,0,1,92,58.7,22.8,15.2,0,1.1,100
167030014,7190,010 Dunshaughlin,010 Dunshaughlin,Meath,RoI,39,28,7,0,0,74,52.7,37.8,9.5,0,0,100
